Date,Order Time,Order ID,Order Status,Customer ID,Customer Gender,Customer Age Group,City,Product Category,Product Name,Franchise/Theme,Size,Color,Quantity Ordered,Order Value (INR ?),Payment Method,Discount Applied (%),Coupon Used,Coupon Code,Delivery Partner,Delivery Time (Days),Return Request,Return Reason,Customer Rating (1-5),Review Sentiment,Inventory Status,Device Used,Traffic Source,New vs Returning Customer,Estimated Profit Margin (%)
20-10-2024,19:15:10,TSS9KLZXNX,Delivered,TSC2489587,Female,19-24,Mumbai,Shorts,Weekend Shorts,Solid Basics,S,Forest Green,1,800,COD,20,No,,Shadowfax,2,No,,5,Positive,Out of Stock,Android App,Instagram,Returning,41.3
11-10-2024,11:55:01,TSSRR01W8UQ,Delivered,TSC6234551,Other,35-44,Mumbai,Hoodies,Cloud Nine Hoodie,Minimal Collection,L,Sky Blue,2,2860,COD,10,Yes,COMEBACK10,Ekart,3,No,,4,Positive,In Stock,Android App,Direct Traffic,New,32.1
04-10-2024,18:03:39,TSSCSSH7NTAC,Cancelled,TSC7443362,Male,19-24,Mumbai,Backpacks,Street Ready Backpack,Originals,M,Olive,1,800,UPI,20,Yes,FEST25,Shadowfax,0,No,,,,In Stock,iPhone App,Instagram,New,27.3
05-10-2024,17:40:58,TSS3SVGLU45,Delivered,TSC2991038,Male,25-34,Mumbai,T-Shirts,TSS Signature Logo Tee,Originals,M,Sky Blue,1,800,COD,20,Yes,COMEBACK10,Delhivery,3,No,,4,Positive,In Stock,Android App,Facebook Ads,New,36.3
31-10-2024,17:59:56,TSSIPUS6SIN,Delivered,TSC2273851,Male,19-24,Delhi,Backpacks,Street Ready Backpack,Originals,S,Beige,1,1220,UPI,5,Yes,DIWALI30,Delhivery,3,No,,4,Positive,In Stock,Android App,Facebook Ads,New,33.8
29-10-2024,16:43:17,TSSZPTLTSLQO,Delivered,TSC7917888,Female,25-34,Jaipur,Hoodies,Spider-Man Web Slinger Hoodie,Marvel,XL,Charcoal,1,1120,UPI,10,Yes,TSSFLASH,Delhivery,3,No,,4,Neutral,Out of Stock,Website,Google Ads,New,25.4
22-10-2024,21:48:22,TSSJ51HAMNHD,Delivered,TSC2444949,Female,25-34,Mumbai,Oversized T-Shirts,Straw Hat Crew Oversized Tee,One Piece,XS,Yellow,1,670,UPI,5,No,,XpressBees,4,No,,5,Positive,In Stock,iPhone App,Instagram,New,37
08-10-2024,15:47:51,TSSUUWWRJ7G,Returned,TSC9576548,Female,25-34,Other Tier-2/Tier-3 Cities,Hoodies,Stitch Experiment 626 Hoodie,Disney,L,Maroon,3,3000,UPI,0,No,,Delhivery,6,Yes,Quality Not as Expected,,,In Stock,Website,Influencer Marketing,New,20.1
31-10-2024,20:45:32,TSSTMGXLMQ,Refunded,TSC2767770,Other,19-24,Delhi,Shorts,Weekend Shorts,Solid Basics,S,Yellow,1,500,UPI,50,Yes,FIRST15,Shadowfax,0,Yes,Size Issue,,,In Stock,iPhone App,Facebook Ads,New,35.2
26-10-2024,10:42:48,TSSCDNDVA51M,Returned,TSC1141757,Male,19-24,Mumbai,Jackets,TSS Varsity Jacket,Originals,S,Navy,1,800,COD,20,Yes,TSSFLASH,Shadowfax,4,Yes,Defective Product,,,In Stock,Website,Facebook Ads,Returning,30.5
23-10-2024,09:54:17,TSSKU9175D,Delivered,TSC0320036,Male,25-34,Hyderabad,Accessories,TSS Gym Socks 3-Pack,Solid Basics,L,Navy,2,2000,UPI,0,No,,Blue Dart,2,No,,4,Positive,In Stock,Website,Direct Traffic,Returning,38.5
13-10-2024,22:52:34,TSSKMTXK8329,In Transit,TSC7590730,Male,35-44,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,M,Red,1,950,Debit Card,5,No,,Delhivery,6,No,,,,Out of Stock,Android App,Email Campaign,New,33.1
09-10-2024,12:21:59,TSSZ0WTMNZ,In Transit,TSC6505367,Female,25-34,Chennai,Backpacks,Street Ready Backpack,Originals,XXL,Navy,2,1600,UPI,20,No,,XpressBees,4,No,,,,Low Stock,Android App,Facebook Ads,Returning,29
04-10-2024,12:43:38,TSSWPTQE07,In Transit,TSC1881803,Female,19-24,Delhi,Shorts,Weekend Shorts,Solid Basics,L,Olive,1,420,Credit Card,20,Yes,NEWUSER15,XpressBees,4,No,,,,In Stock,Android App,Instagram,New,28.4
29-10-2024,11:16:06,TSSOZ7YF11AL,Delivered,TSC2341043,Male,35-44,Jaipur,T-Shirts,Demon Slayer Tanjiro Flame Tee,Anime,XL,Sky Blue,1,950,UPI,5,No,,Blue Dart,7,No,,3,Neutral,In Stock,Website,Direct Traffic,Returning,19.8
13-10-2024,15:01:21,TSSLRL2KH14J,Delivered,TSC1675381,Male,25-34,Chennai,Hoodies,Akatsuki Cloud Hoodie,Naruto,L,Lavender,1,1310,COD,20,Yes,NEWUSER15,XpressBees,3,No,,1,Negative,In Stock,Website,Influencer Marketing,Returning,20.1
06-10-2024,12:11:15,TSSOEU3UGPBZ,Delivered,TSC2328640,Female,19-24,Delhi,Joggers,Core Fleece Joggers,Solid Basics,M,Yellow,1,690,COD,30,No,,Delhivery,4,No,,4,Positive,Out of Stock,Android App,Facebook Ads,New,29.4
10-10-2024,15:38:32,TSSREUZKWJT8,Delivered,TSC1666746,Female,35-44,Bangalore,Accessories,Anime Enamel Pin Set,Anime,XXL,Red,1,440,UPI,15,No,,Ekart,1,No,,4,Neutral,In Stock,iPhone App,Direct Traffic,New,33
19-10-2024,09:15:23,TSS5FE1CPN,Delivered,TSC3278394,Male,25-34,Hyderabad,Oversized T-Shirts,Classic Boxy Oversized Tee,Solid Basics,M,Beige,1,900,UPI,10,No,,Shadowfax,3,No,,2,Neutral,Low Stock,Android App,Facebook Ads,Returning,23.5
06-10-2024,20:24:18,TSSOMI4TI77,Delivered,TSC3509975,Male,25-34,Pune,Accessories,Anime Enamel Pin Set,Anime,L,Beige,1,240,UPI,30,Yes,COMEBACK10,XpressBees,4,No,,4,Positive,Low Stock,Android App,Facebook Ads,Returning,32.7
28-10-2024,18:45:48,TSSF0YT38U8U,Delivered,TSC7568143,Male,25-34,Jaipur,Backpacks,Street Ready Backpack,Originals,M,Red,1,950,Net Banking,5,Yes,NEWUSER15,XpressBees,6,No,,4,Positive,In Stock,Android App,Influencer Marketing,Returning,27
25-10-2024,17:38:44,TSSQZLU0J3B6,Delivered,TSC9995007,Female,25-34,Delhi,Joggers,Sunday Mood Joggers,Minimal Collection,M,Olive,1,850,Credit Card,15,Yes,WELCOME10,Shadowfax,1,No,,5,Positive,Low Stock,Website,Facebook Ads,New,37.4
23-10-2024,07:49:54,TSSGZGGR0ROJ,Delivered,TSC1966860,Female,25-34,Kolkata,Sneakers,Heritage Sneaker Low Top,Originals,M,Forest Green,1,1690,UPI,20,No,,Blue Dart,3,No,,4,Positive,Low Stock,iPhone App,Organic Search,New,22.1
13-10-2024,22:46:02,TSSSJS0CW0,In Transit,TSC7420187,Male,35-44,Pune,Oversized T-Shirts,Sharingan Eye Oversized Drop,Naruto,M,Navy,3,1710,COD,10,Yes,FIRST15,Shadowfax,1,No,,,,Out of Stock,Android App,Facebook Ads,New,39.7
20-10-2024,09:33:43,TSS4R1X7IB,Delivered,TSC3488143,Female,35-44,Chandigarh,Accessories,TSS Gym Socks 3-Pack,Solid Basics,L,Navy,1,520,UPI,5,No,,Ekart,3,No,,4,Positive,In Stock,Android App,Organic Search,New,30.5
19-10-2024,13:17:03,TSSTLDT2AOPT,Delivered,TSC5882829,Male,35-44,Other Tier-2/Tier-3 Cities,Joggers,Hidden Leaf Village Joggers,Naruto,XXL,Lavender,1,950,Credit Card,5,Yes,NEWUSER15,Delhivery,4,No,,3,Negative,Out of Stock,Android App,Organic Search,New,27.8
20-10-2024,15:11:46,TSS4TB76MS,Refunded,TSC5814072,Female,19-24,Delhi,Backpacks,Street Ready Backpack,Originals,XXL,Beige,1,1390,Wallet,0,No,,Delhivery,0,Yes,Defective Product,,,Low Stock,Android App,Direct Traffic,New,24.6
04-10-2024,17:13:24,TSSEHGIMN3KK,Delivered,TSC4373038,Female,35-44,Pune,T-Shirts,Naruto Uzumaki Sage Mode Tee,Naruto,XL,Off White,2,660,UPI,20,No,,Ekart,4,Yes,Defective Product,4,Positive,Low Stock,Android App,Facebook Ads,Returning,31.6
13-10-2024,11:41:21,TSSXASRQDE6,Delivered,TSC2920235,Female,25-34,Chennai,Hoodies,Demogorgon Graphic Hoodie,Stranger Things,XL,Olive,1,880,COD,5,Yes,NEWUSER15,XpressBees,3,No,,3,Negative,In Stock,iPhone App,Instagram,New,29
02-10-2024,18:20:36,TSSK3FTCI7XX,In Transit,TSC8566956,Female,35-44,Delhi,T-Shirts,Mickey Washed Acid Tee,Disney,L,White,1,560,UPI,0,No,,Delhivery,1,No,,,,In Stock,iPhone App,Google Ads,Returning,39.6
15-10-2024,12:38:35,TSSK0KF7UCGM,Delivered,TSC1274648,Male,19-24,Hyderabad,Joggers,Sunday Mood Joggers,Minimal Collection,XS,Lavender,1,980,Debit Card,10,No,,XpressBees,3,No,,5,Positive,In Stock,iPhone App,Influencer Marketing,Returning,20.7
10-10-2024,09:19:27,TSSVG0FYZS7,In Transit,TSC2108669,Male,35-44,Bangalore,T-Shirts,Platform 9¾ Graphic Tee,Harry Potter,L,White,1,800,Wallet,20,No,,Blue Dart,3,No,,,,In Stock,Android App,Instagram,Returning,26.2
05-10-2024,15:30:33,TSSQQ7UT8X5,Cancelled,TSC8550740,Male,35-44,Ahmedabad,Backpacks,Street Ready Backpack,Originals,XL,Yellow,2,1500,Debit Card,25,Yes,ANIME20,XpressBees,0,No,,,,In Stock,Website,Influencer Marketing,New,26.4
04-10-2024,14:32:58,TSSC2EZN9YM,Delivered,TSC3823617,Male,19-24,Mumbai,Oversized T-Shirts,Originals Box Fit Drop,Originals,M,Sky Blue,1,430,COD,30,Yes,SAVE20,XpressBees,4,No,,5,Positive,In Stock,Android App,Instagram,New,36.9
19-10-2024,12:42:48,TSS3THG8J0BF,Delivered,TSC1830410,Female,35-44,Other Tier-2/Tier-3 Cities,Sneakers,Heritage Sneaker Low Top,Originals,L,White,1,1000,COD,0,No,,XpressBees,7,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,30.8
06-10-2024,19:48:17,TSSOAXV8ZP88,Delivered,TSC5152626,Female,35-44,Hyderabad,T-Shirts,We Were On A Break Tee,Friends,XL,Red,1,340,Credit Card,20,Yes,SAVE20,Shadowfax,3,No,,5,Positive,In Stock,Android App,Facebook Ads,New,20.4
30-10-2024,10:26:01,TSSDH950JL4,Delivered,TSC6206593,Male,19-24,Hyderabad,T-Shirts,Naruto Uzumaki Sage Mode Tee,Naruto,S,Off White,2,620,Credit Card,30,Yes,SAVE20,Ekart,3,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,40.8
19-10-2024,17:57:53,TSS47EOT8PL,Cancelled,TSC0303238,Male,25-34,Ahmedabad,T-Shirts,Essential Crew Neck Tee,Solid Basics,M,Yellow,1,390,UPI,5,No,,XpressBees,0,No,,,,In Stock,Website,Email Campaign,New,38.2
11-10-2024,08:53:04,TSSD0B5GQE,In Transit,TSC3763698,Male,19-24,Ahmedabad,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,L,Beige,1,360,UPI,0,No,,XpressBees,7,No,,,,In Stock,Android App,Influencer Marketing,New,43.3
19-10-2024,09:33:47,TSSESTXKAZ7,Delivered,TSC4181613,Male,25-34,Mumbai,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,L,Charcoal,2,580,Debit Card,0,No,,Shadowfax,3,No,,5,Positive,In Stock,Android App,Google Ads,Returning,49.9
01-10-2024,19:02:26,TSSFT675HCIH,Returned,TSC0133677,Male,25-34,Delhi,Hoodies,Going Merry Ship Hoodie,One Piece,L,Off White,1,1000,COD,0,No,,Shadowfax,2,Yes,Changed Mind,,,In Stock,Android App,Organic Search,Returning,39.2
31-10-2024,20:07:14,TSS51F7N0Y5,Cancelled,TSC1297719,Male,45+,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Classic Boxy Oversized Tee,Solid Basics,S,Navy,2,900,Credit Card,10,Yes,COMEBACK10,XpressBees,0,No,,,,In Stock,Website,Organic Search,Returning,23.1
15-10-2024,17:58:39,TSS5XKFSO0V,Delivered,TSC9371020,Female,19-24,Delhi,Jackets,Thor Lightning Strike Jacket,Marvel,XL,White,1,1410,COD,15,Yes,TSSFLASH,Delhivery,2,No,,4,Positive,In Stock,Website,Google Ads,Returning,26
26-10-2024,10:09:26,TSSKPQCJZAW,Delivered,TSC6031333,Male,35-44,Chennai,Backpacks,Street Ready Backpack,Originals,XL,White,1,1670,UPI,15,Yes,WELCOME10,Delhivery,1,No,,2,Negative,In Stock,iPhone App,Email Campaign,Returning,28.4
04-10-2024,13:16:08,TSSP7DHZHM,Delivered,TSC4779898,Female,25-34,Delhi,Accessories,Marvel Keychain Bundle,Marvel,L,Beige,1,340,Debit Card,15,Yes,ANIME20,Blue Dart,5,No,,5,Positive,In Stock,Android App,Google Ads,New,33.6
15-10-2024,11:06:26,TSSKP48KJ0,Cancelled,TSC4265184,Male,19-24,Chennai,Shorts,Weekend Shorts,Solid Basics,XL,Lavender,1,590,UPI,0,No,,Delhivery,0,No,,,,In Stock,iPhone App,Direct Traffic,New,29.6
15-10-2024,12:57:30,TSSV1KD3AA3,In Transit,TSC1754865,Male,45+,Other Tier-2/Tier-3 Cities,Jackets,Thor Lightning Strike Jacket,Marvel,XS,Lavender,1,1900,Debit Card,0,No,,Shadowfax,6,No,,,,Low Stock,Android App,Facebook Ads,New,39.4
30-10-2024,17:16:54,TSSJ1RRW1OH4,Returned,TSC7548390,Female,25-34,Bangalore,Backpacks,TSS Campus Backpack,Originals,XL,Lavender,1,500,UPI,50,No,,Ekart,4,Yes,Quality Not as Expected,,,In Stock,Android App,Influencer Marketing,Returning,27.8
18-10-2024,12:01:39,TSSDN1H7HTB9,Refunded,TSC6584123,Male,25-34,Hyderabad,Hoodies,Spider-Man Web Slinger Hoodie,Marvel,L,Grey,3,3000,COD,0,No,,Blue Dart,0,Yes,Size Issue,,,In Stock,Android App,Facebook Ads,Returning,30
14-10-2024,15:12:51,TSSPDMUBXQE,Returned,TSC2624315,Male,25-34,Hyderabad,Dresses,Hidden Leaf Village Joggers,Naruto,L,White,2,1940,Wallet,0,No,,Ekart,1,Yes,Size Issue,,,Out of Stock,iPhone App,Google Ads,New,18.1
08-10-2024,09:03:41,TSSE6M2PBPA,Delivered,TSC0948783,Male,35-44,Bangalore,Joggers,One Piece Map Adventure Joggers,One Piece,S,Navy,1,750,UPI,25,Yes,FEST25,Shadowfax,1,No,,5,Positive,Low Stock,Android App,Instagram,Returning,26.8
10-10-2024,15:52:28,TSS8V53K612,Delivered,TSC8579392,Female,19-24,Bangalore,Dresses,Caped Crusader Oversized Tee,Batman,XL,Maroon,2,1100,UPI,40,No,,Delhivery,5,No,,5,Positive,In Stock,Website,Facebook Ads,New,23.9
16-10-2024,20:20:12,TSS9HWHA4LQJ,Delivered,TSC5780410,Male,25-34,Other Tier-2/Tier-3 Cities,Mobile Covers,Naruto Sharingan Phone Cover,Naruto,M,Red,1,310,UPI,10,Yes,COMEBACK10,Shadowfax,7,No,,3,Neutral,In Stock,Android App,Influencer Marketing,Returning,34.7
13-10-2024,08:00:13,TSS5L06L8H,In Transit,TSC1125622,Male,19-24,Bangalore,T-Shirts,Upside Down Portal Tee,Stranger Things,XXL,Grey,2,1600,Credit Card,20,No,,Blue Dart,4,No,,,,In Stock,iPhone App,Instagram,New,30
01-10-2024,08:30:11,TSSAVO3OQ2,Delivered,TSC2782658,Male,35-44,Other Tier-2/Tier-3 Cities,T-Shirts,Among Us Crewmate Tee,Gaming,S,Olive,3,1320,COD,0,No,,Shadowfax,5,No,,5,Positive,Low Stock,Website,Direct Traffic,Returning,19.8
27-10-2024,19:49:39,TSSSLV0H1O,Delivered,TSC6104494,Female,13-18,Jaipur,Hoodies,Demogorgon Graphic Hoodie,Stranger Things,L,White,1,950,UPI,5,No,,Delhivery,4,Yes,Wrong Product Delivered,5,Positive,In Stock,Website,Direct Traffic,New,31.6
29-10-2024,13:45:59,TSS7EXFOOEJ,Delivered,TSC9753644,Male,25-34,Delhi,Sneakers,Heritage Sneaker Low Top,Originals,L,Grey,2,1700,Debit Card,15,Yes,COMEBACK10,Shadowfax,2,No,,5,Positive,In Stock,Android App,Organic Search,Returning,30.4
05-10-2024,21:26:08,TSSZ0GYRUJ,Delivered,TSC6403964,Male,25-34,Kolkata,Mobile Covers,Anime Collage Phone Cover,Anime,XXL,Rust,1,280,COD,10,Yes,DIWALI30,Shadowfax,4,No,,3,Neutral,Low Stock,Website,Influencer Marketing,Returning,47.7
17-10-2024,14:02:24,TSSGTK2XFKP,Delivered,TSC8236433,Male,19-24,Delhi,Shorts,Weekend Shorts,Solid Basics,S,Navy,1,630,UPI,0,No,,Shadowfax,3,No,,5,Positive,Out of Stock,Android App,Direct Traffic,New,34.8
04-10-2024,16:10:45,TSS67WIVB4K,Delivered,TSC9713561,Male,19-24,Hyderabad,Joggers,Core Fleece Joggers,Solid Basics,XL,Maroon,1,750,Debit Card,25,Yes,MARVEL15,Blue Dart,5,No,,2,Negative,In Stock,iPhone App,Instagram,Returning,38.9
21-10-2024,22:22:15,TSSDQAWMMQ6Z,Delivered,TSC8733833,Female,25-34,Jaipur,Shorts,Weekend Shorts,Solid Basics,S,Sky Blue,1,540,UPI,5,Yes,NEWUSER15,Shadowfax,5,No,,5,Positive,In Stock,iPhone App,Instagram,New,22
09-10-2024,12:56:19,TSSBJXF50AK,Delivered,TSC8587012,Male,25-34,Bangalore,Shirts,Monochrome Wave Shirt,Minimal Collection,M,Black,1,520,COD,15,No,,Ekart,5,No,,1,Negative,In Stock,Android App,Google Ads,Returning,41.6
21-10-2024,21:45:18,TSSGSZMPAGI,Delivered,TSC0757005,Male,19-24,Delhi,T-Shirts,GTA V Maze Bank Tee,Gaming,XS,Rust,1,950,Debit Card,5,No,,XpressBees,2,No,,4,Positive,Low Stock,Website,Influencer Marketing,New,34
24-10-2024,17:59:40,TSSYWW2TJHXR,Refunded,TSC8590399,Male,25-34,Jaipur,Joggers,Sunday Mood Joggers,Minimal Collection,S,Forest Green,1,710,UPI,15,No,,Blue Dart,0,Yes,Size Issue,,,In Stock,Android App,Facebook Ads,New,24.7
25-10-2024,11:08:55,TSSR10LDVW94,Delivered,TSC7091458,Male,45+,Chandigarh,T-Shirts,GTA V Maze Bank Tee,Gaming,M,Grey,1,850,Credit Card,15,No,,Ekart,6,No,,4,Positive,In Stock,Android App,Organic Search,New,32.9
04-10-2024,08:14:34,TSSP1BJBMMY,In Transit,TSC6862781,Female,35-44,Mumbai,Hoodies,Going Merry Ship Hoodie,One Piece,XL,White,1,850,Wallet,15,Yes,FEST25,Delhivery,5,No,,,,In Stock,Android App,Instagram,Returning,36.8
30-10-2024,12:43:20,TSSHFHL6W2,Refunded,TSC4238509,Male,19-24,Mumbai,Dresses,The Flash Scarlet Speedster Hoodie,DC,M,Olive,2,1540,UPI,15,Yes,FIRST15,Delhivery,0,Yes,Quality Not as Expected,,,In Stock,Android App,Influencer Marketing,New,33.1
07-10-2024,12:05:14,TSSYYP0LVZ9,Delivered,TSC6771389,Female,25-34,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,L,Rust,1,700,UPI,30,No,,Blue Dart,4,No,,4,Positive,In Stock,Website,Influencer Marketing,New,25.7
02-10-2024,19:49:55,TSSY9RZVL5XS,Delivered,TSC6367703,Male,19-24,Chandigarh,T-Shirts,Black Panther Wakanda Tee,Marvel,M,Rust,1,1000,COD,0,No,,XpressBees,4,No,,1,Neutral,Low Stock,iPhone App,Google Ads,New,23.9
18-10-2024,17:21:59,TSSJRQQ2KV1I,Cancelled,TSC1116064,Male,35-44,Ahmedabad,Jackets,TSS Varsity Jacket,Originals,S,Navy,1,900,Net Banking,10,No,,Ekart,0,No,,,,In Stock,iPhone App,Influencer Marketing,New,32.1
12-10-2024,13:47:33,TSSEJFK89H,Delivered,TSC8864987,Female,25-34,Chandigarh,Jackets,Thor Lightning Strike Jacket,Marvel,XL,Sky Blue,2,1700,COD,15,No,,XpressBees,7,No,,5,Positive,In Stock,Android App,Email Campaign,New,35.5
27-10-2024,13:54:54,TSSFNTK9TV,In Transit,TSC6523526,Female,19-24,Other Tier-2/Tier-3 Cities,Joggers,Core Fleece Joggers,Solid Basics,S,Grey,1,600,UPI,10,No,,XpressBees,4,No,,,,In Stock,Android App,Influencer Marketing,New,39.5
26-10-2024,11:44:36,TSS1VLPPPI,Delivered,TSC1809956,Female,13-18,Mumbai,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,XS,Off White,2,2000,Net Banking,0,No,,Shadowfax,1,No,,4,Positive,In Stock,Android App,Instagram,New,27.7
10-10-2024,16:07:50,TSSOG7ROMZ,Returned,TSC7668682,Male,19-24,Ahmedabad,T-Shirts,Black Panther Wakanda Tee,Marvel,L,White,1,410,Debit Card,20,Yes,DIWALI30,Shadowfax,4,Yes,Wrong Product Delivered,,,In Stock,Android App,Email Campaign,Returning,41.8
30-10-2024,17:01:24,TSS4BWVIOQ,Refunded,TSC8514469,Other,35-44,Other Tier-2/Tier-3 Cities,Joggers,Core Fleece Joggers,Solid Basics,M,Black,1,770,UPI,5,Yes,COMEBACK10,Shadowfax,0,Yes,Late Delivery,,,Out of Stock,Android App,Influencer Marketing,New,23.1
09-10-2024,11:52:29,TSSPMS3S2NS3,Cancelled,TSC2771491,Male,19-24,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Avengers Assemble Oversized Drop,Marvel,XL,Red,2,1900,Debit Card,5,Yes,NEWUSER15,Ekart,0,No,,,,Low Stock,Android App,Google Ads,New,20.1
16-10-2024,15:06:22,TSSEZRZFMVY,Delivered,TSC0167477,Male,45+,Delhi,Jackets,TSS Varsity Jacket,Originals,M,Sky Blue,3,2700,Wallet,10,Yes,TSSFLASH,Delhivery,2,No,,5,Positive,In Stock,Android App,Instagram,New,40.1
08-10-2024,09:09:54,TSSUDUUOPGG,Delivered,TSC3620490,Female,25-34,Other Tier-2/Tier-3 Cities,Dresses,Everyday Oxford Shirt,Solid Basics,L,White,1,900,Credit Card,10,No,,Delhivery,5,No,,3,Neutral,In Stock,Website,Influencer Marketing,Returning,22.4
30-10-2024,16:44:39,TSSH4B1P34R0,Delivered,TSC6322697,Female,35-44,Other Tier-2/Tier-3 Cities,T-Shirts,GTA V Maze Bank Tee,Gaming,L,Beige,1,480,UPI,0,No,,Blue Dart,6,No,,3,Negative,In Stock,Android App,Instagram,New,19.7
06-10-2024,18:24:40,TSS02HAIORY,Delivered,TSC0848768,Male,25-34,Chennai,Hoodies,Tokyo Ghoul Kaneki Mask Hoodie,Anime,S,Off White,1,700,UPI,30,No,,Ekart,3,No,,4,Positive,In Stock,Android App,Google Ads,New,41.4
02-10-2024,21:43:53,TSSD7RL4NQ0N,Delivered,TSC1686126,Female,45+,Mumbai,Joggers,Hidden Leaf Village Joggers,Naruto,M,Olive,2,1800,Debit Card,10,No,,Ekart,5,No,,4,Positive,In Stock,Android App,Email Campaign,Returning,23.6
13-10-2024,12:24:54,TSSJCWF6AEM,Returned,TSC1439273,Female,19-24,Other Tier-2/Tier-3 Cities,Shirts,Everyday Oxford Shirt,Solid Basics,L,Forest Green,1,830,Wallet,15,Yes,MARVEL15,XpressBees,6,Yes,Size Issue,,,Low Stock,Website,Google Ads,New,38.2
31-10-2024,16:55:02,TSSPFW89JT2G,Delivered,TSC9120210,Male,45+,Other Tier-2/Tier-3 Cities,T-Shirts,Wonder Woman Gold Armor Tee,DC,M,White,3,1650,Credit Card,20,No,,Ekart,5,No,,4,Positive,In Stock,Android App,Influencer Marketing,Returning,34.2
29-10-2024,09:12:21,TSS8AA7U3UFZ,Delivered,TSC8354620,Male,19-24,Hyderabad,Hoodies,Slytherin House Pride Hoodie,Harry Potter,L,Navy,1,600,Debit Card,40,No,,Delhivery,2,No,,3,Negative,In Stock,Android App,Email Campaign,New,37.4
25-10-2024,21:38:52,TSSK5C3VAG,Delivered,TSC1939167,Male,35-44,Bangalore,T-Shirts,Black Panther Wakanda Tee,Marvel,XL,Charcoal,1,520,Wallet,0,No,,Blue Dart,4,Yes,Changed Mind,5,Positive,Low Stock,Android App,Email Campaign,New,41.7
29-10-2024,12:18:57,TSSEBTWJET,Delivered,TSC2589209,Female,19-24,Mumbai,Hoodies,Minecraft Creeper Oversized Hoodie,Gaming,M,Grey,1,800,Credit Card,20,No,,Shadowfax,3,No,,5,Positive,Low Stock,Android App,Direct Traffic,Returning,38.9
29-10-2024,17:40:58,TSSUFICD74G,Delivered,TSC5050258,Male,25-34,Chandigarh,Shorts,Weekend Shorts,Solid Basics,XL,Rust,1,410,UPI,20,Yes,SAVE20,XpressBees,3,No,,5,Positive,Out of Stock,Android App,Direct Traffic,New,34.2
16-10-2024,18:31:35,TSSWQC98ZBVP,Delivered,TSC9970356,Female,19-24,Hyderabad,Mobile Covers,Marvel Avengers Phone Cover,Marvel,XL,Maroon,3,690,UPI,20,No,,Shadowfax,1,No,,4,Positive,Low Stock,iPhone App,Google Ads,New,42.6
10-10-2024,17:35:22,TSSVV60K5TRW,Delivered,TSC8948078,Female,13-18,Delhi,Oversized T-Shirts,Originals Box Fit Drop,Originals,XL,Charcoal,2,1800,UPI,10,No,,Delhivery,5,No,,1,Negative,In Stock,iPhone App,Influencer Marketing,New,34.8
25-10-2024,13:58:51,TSS8YRU3OXVF,Delivered,TSC1748027,Male,45+,Pune,Mobile Covers,Marvel Avengers Phone Cover,Marvel,L,Navy,1,210,Credit Card,15,No,,Blue Dart,4,No,,3,Neutral,Low Stock,Android App,Email Campaign,Returning,44.9
21-10-2024,19:37:48,TSSFRVLDGZ,Returned,TSC0555356,Male,19-24,Hyderabad,Mobile Covers,Marvel Avengers Phone Cover,Marvel,S,Olive,2,540,UPI,20,No,,Ekart,3,Yes,Wrong Product Delivered,,,Out of Stock,Website,Direct Traffic,New,42.2
12-10-2024,19:21:04,TSSU2DFLSGZY,Delivered,TSC0907986,Male,25-34,Kolkata,T-Shirts,Essential Crew Neck Tee,Solid Basics,M,Charcoal,1,500,COD,5,Yes,COMEBACK10,Blue Dart,3,No,,2,Neutral,In Stock,Website,Google Ads,New,36
04-10-2024,14:25:28,TSS73FLNWLFD,Delivered,TSC3530465,Male,25-34,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Straw Hat Crew Oversized Tee,One Piece,S,Red,1,470,UPI,30,No,,XpressBees,6,No,,3,Positive,Out of Stock,iPhone App,Facebook Ads,New,30.9
24-10-2024,19:22:09,TSSN7SVD88,Delivered,TSC6169192,Male,19-24,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,L,Rust,2,1360,UPI,0,No,,Delhivery,7,No,,4,Positive,In Stock,iPhone App,Email Campaign,Returning,25.5
08-10-2024,20:27:14,TSS05STUQT,Delivered,TSC7656725,Female,25-34,Mumbai,T-Shirts,Among Us Crewmate Tee,Gaming,M,Lavender,1,220,UPI,50,No,,XpressBees,2,No,,5,Positive,Out of Stock,Website,Instagram,Returning,21.6
30-10-2024,16:41:27,TSSQ1QZ9SX62,Delivered,TSC2097198,Female,25-34,Other Tier-2/Tier-3 Cities,Hoodies,Akatsuki Cloud Hoodie,Naruto,L,White,1,800,Wallet,20,Yes,COMEBACK10,Blue Dart,5,No,,4,Positive,Out of Stock,iPhone App,Instagram,New,31.3
